Node,Time,Latency,Throughput
9,25.025118827819824,2018,33
10,25.025118827819824,2313,37
11,25.025118827819824,161238,22
12,25.025118827819824,10036,328
0,30.027857065200806,28,85
1,30.027857065200806,5011,59
2,30.027857065200806,3015,21
3,30.027857065200806,41,52
4,30.027857065200806,17,45
5,30.027857065200806,2909,58
6,30.027857065200806,55,42
7,30.027857065200806,2818,36
8,30.027857065200806,2,85
9,30.027857065200806,2014,43
10,30.027857065200806,2313,28
11,30.027857065200806,161241,14
12,30.027857065200806,10031,335
0,35.035685539245605,27,88
1,35.035685539245605,5012,54
2,35.035685539245605,3013,12
3,35.035685539245605,43,47
4,35.035685539245605,22,45
5,35.035685539245605,2906,62
6,35.035685539245605,51,41
7,35.035685539245605,2813,44
8,35.035685539245605,1,94
9,35.035685539245605,2011,43
10,35.035685539245605,2316,24
11,35.035685539245605,161236,7
12,35.035685539245605,10033,343
0,40.048768043518066,31,86
1,40.048768043518066,5017,53
2,40.048768043518066,3015,6
3,40.048768043518066,45,44
4,40.048768043518066,23,53
5,40.048768043518066,2911,61
6,40.048768043518066,50,33
7,40.048768043518066,2818,34
8,40.048768043518066,1,86
9,40.048768043518066,2012,37
10,40.048768043518066,2320,29
11,40.048768043518066,161237,9
12,40.048768043518066,10034,348
0,45.06734824180603,33,78
1,45.06734824180603,5015,53
2,45.06734824180603,3015,16
3,45.06734824180603,50,54
4,45.06734824180603,28,50
5,45.06734824180603,2910,64
6,45.06734824180603,55,23
7,45.06734824180603,2817,42
8,45.06734824180603,1,79
9,45.06734824180603,2016,38
10,45.06734824180603,2316,26
11,45.06734824180603,161241,15
12,45.06734824180603,10032,343
0,50.074877977371216,35,81
1,50.074877977371216,5017,44
2,50.074877977371216,3020,18
3,50.074877977371216,55,44
4,50.074877977371216,25,59
5,50.074877977371216,2908,56
6,50.074877977371216,58,23
7,50.074877977371216,2816,52
8,50.074877977371216,2,75
9,50.074877977371216,2017,37
10,50.074877977371216,2318,30
11,50.074877977371216,161239,23
12,50.074877977371216,10027,347
0,55.0773401260376,36,87
1,55.0773401260376,5015,44
2,55.0773401260376,3021,12
3,55.0773401260376,54,38
4,55.0773401260376,29,69
5,55.0773401260376,2910,56
6,55.0773401260376,58,24
7,55.0773401260376,2817,44
8,55.0773401260376,1,79
9,55.0773401260376,2012,41
10,55.0773401260376,2313,20
11,55.0773401260376,161234,31
12,55.0773401260376,10031,354
0,60.08784365653992,37,89
1,60.08784365653992,5013,47
2,60.08784365653992,3024,21
3,60.08784365653992,58,43
4,60.08784365653992,30,60
5,60.08784365653992,2912,59
6,60.08784365653992,59,16
7,60.08784365653992,2813,54
8,60.08784365653992,1,76
9,60.08784365653992,2015,33
10,60.08784365653992,2318,24
11,60.08784365653992,161229,35
12,60.08784365653992,10033,361
0,65.09478235244751,34,94
1,65.09478235244751,5010,53
2,65.09478235244751,3029,19
3,65.09478235244751,61,34
4,65.09478235244751,25,57
5,65.09478235244751,2910,67
6,65.09478235244751,59,14
7,65.09478235244751,2818,47
8,65.09478235244751,5,77
9,65.09478235244751,2011,26
10,65.09478235244751,2313,15
11,65.09478235244751,161226,40
12,65.09478235244751,10033,365
0,70.10779595375061,32,84
1,70.10779595375061,5013,45
2,70.10779595375061,3030,12
3,70.10779595375061,59,40
4,70.10779595375061,29,56
5,70.10779595375061,2906,68
6,70.10779595375061,57,24
7,70.10779595375061,2823,48
8,70.10779595375061,7,83
9,70.10779595375061,2013,26
10,70.10779595375061,2311,17
11,70.10779595375061,161221,47
12,70.10779595375061,10032,358
0,75.12655305862427,29,90
1,75.12655305862427,5013,46
2,75.12655305862427,3032,13
3,75.12655305862427,64,50
4,75.12655305862427,30,60
5,75.12655305862427,2905,67
6,75.12655305862427,55,21
7,75.12655305862427,2823,41
8,75.12655305862427,12,85
9,75.12655305862427,2016,16
10,75.12655305862427,2313,14
11,75.12655305862427,161220,46
12,75.12655305862427,10033,365
0,80.14497327804565,33,95
1,80.14497327804565,5009,40
2,80.14497327804565,3032,19
3,80.14497327804565,68,44
4,80.14497327804565,30,58
5,80.14497327804565,2905,74
6,80.14497327804565,57,13
7,80.14497327804565,2820,34
8,80.14497327804565,17,88
9,80.14497327804565,2021,12
10,80.14497327804565,2313,7
11,80.14497327804565,161221,39
12,80.14497327804565,10032,366
0,85.16262984275818,29,100
1,85.16262984275818,5005,38
2,85.16262984275818,3030,10
3,85.16262984275818,73,35
4,85.16262984275818,32,65
5,85.16262984275818,2907,82
6,85.16262984275818,52,9
7,85.16262984275818,2816,33
8,85.16262984275818,13,80
9,85.16262984275818,2020,10
10,85.16262984275818,2316,9
11,85.16262984275818,161226,30
12,85.16262984275818,10035,366
0,90.17723870277405,32,109
1,90.17723870277405,5006,28
2,90.17723870277405,3029,5
3,90.17723870277405,73,44
4,90.17723870277405,36,59
5,90.17723870277405,2904,74
6,90.17723870277405,51,14
7,90.17723870277405,2820,35
8,90.17723870277405,10,73
9,90.17723870277405,2016,1
10,90.17723870277405,2319,18
11,90.17723870277405,161221,20
12,90.17723870277405,10034,356
0,95.19085502624512,37,99
1,95.19085502624512,5011,22
2,95.19085502624512,3027,1
3,95.19085502624512,74,35
4,95.19085502624512,33,54
5,95.19085502624512,2906,69
6,95.19085502624512,47,20
7,95.19085502624512,2815,30
8,95.19085502624512,13,69
9,95.19085502624512,2015,4
10,95.19085502624512,2318,18
11,95.19085502624512,161224,27
12,95.19085502624512,10030,361
0,100.20171117782593,39,95
1,100.20171117782593,5015,17
2,100.20171117782593,3031,1
3,100.20171117782593,69,35
4,100.20171117782593,34,57
5,100.20171117782593,2909,79
6,100.20171117782593,46,22
7,100.20171117782593,2820,32
8,100.20171117782593,15,79
9,100.20171117782593,2014,12
10,100.20171117782593,2314,26
11,100.20171117782593,161229,17
12,100.20171117782593,10026,365
0,105.21415042877197,39,85
1,105.21415042877197,5011,16
2,105.21415042877197,3036,7
3,105.21415042877197,68,30
4,105.21415042877197,31,67
5,105.21415042877197,2913,84
6,105.21415042877197,51,19
7,105.21415042877197,2820,22
8,105.21415042877197,12,88
9,105.21415042877197,2013,16
10,105.21415042877197,2317,29
11,105.21415042877197,161225,8
12,105.21415042877197,10029,370
0,110.23121857643127,37,93
1,110.23121857643127,5011,11
2,110.23121857643127,3032,1
3,110.23121857643127,63,32
4,110.23121857643127,26,71
5,110.23121857643127,2913,85
6,110.23121857643127,53,9
7,110.23121857643127,2816,27
8,110.23121857643127,16,95
9,110.23121857643127,2014,22
10,110.23121857643127,2318,39
11,110.23121857643127,161226,2
12,110.23121857643127,10025,363
0,115.23487043380737,32,98
1,115.23487043380737,5013,10
2,115.23487043380737,3035,1
3,115.23487043380737,66,38
4,115.23487043380737,28,68
5,115.23487043380737,2914,92
6,115.23487043380737,50,1
7,115.23487043380737,2811,31
8,115.23487043380737,12,103
9,115.23487043380737,2018,14
10,115.23487043380737,2318,48
11,115.23487043380737,161224,1
12,115.23487043380737,10025,371
