Node,Time,Latency,Throughput
10,55.12045907974243,2310,34
11,55.12045907974243,161231,25
12,55.12045907974243,1005999,210
13,55.12045907974243,20075,325
0,60.124128341674805,33,101
1,60.124128341674805,503601,1
2,60.124128341674805,3038,1
3,60.124128341674805,69,19
4,60.124128341674805,26,86
5,60.124128341674805,292747,66
6,60.124128341674805,42,5
7,60.124128341674805,283116,27
8,60.124128341674805,10,97
9,60.124128341674805,202608,22
10,60.124128341674805,2315,38
11,60.124128341674805,161229,19
12,60.124128341674805,1006004,206
13,60.124128341674805,20080,324
0,65.14541459083557,29,105
1,65.14541459083557,503599,1
2,65.14541459083557,3038,1
3,65.14541459083557,73,19
4,65.14541459083557,23,79
5,65.14541459083557,292742,60
6,65.14541459083557,42,13
7,65.14541459083557,283120,17
8,65.14541459083557,11,96
9,65.14541459083557,202609,13
10,65.14541459083557,2312,32
11,65.14541459083557,161234,27
12,65.14541459083557,1006002,214
13,65.14541459083557,20078,316
0,70.15088081359863,24,114
1,70.15088081359863,503596,8
2,70.15088081359863,3035,1
3,70.15088081359863,76,11
4,70.15088081359863,23,74
5,70.15088081359863,292744,61
6,70.15088081359863,40,19
7,70.15088081359863,283121,18
8,70.15088081359863,8,91
9,70.15088081359863,202607,7
10,70.15088081359863,2313,32
11,70.15088081359863,161232,25
12,70.15088081359863,1005999,216
13,70.15088081359863,20080,319
0,75.17266631126404,22,108
1,75.17266631126404,503599,4
2,75.17266631126404,3036,9
3,75.17266631126404,73,7
4,75.17266631126404,27,80
5,75.17266631126404,292741,55
6,75.17266631126404,41,11
7,75.17266631126404,283121,14
8,75.17266631126404,13,89
9,75.17266631126404,202602,2
10,75.17266631126404,2315,28
11,75.17266631126404,161235,33
12,75.17266631126404,1005996,223
13,75.17266631126404,20079,314
0,80.17868614196777,19,105
1,80.17868614196777,503603,2
2,80.17868614196777,3035,18
3,80.17868614196777,74,5
4,80.17868614196777,27,77
5,80.17868614196777,292737,46
6,80.17868614196777,44,10
7,80.17868614196777,283121,9
8,80.17868614196777,9,96
9,80.17868614196777,202597,5
10,80.17868614196777,2312,21
11,80.17868614196777,161236,30
12,80.17868614196777,1005991,216
13,80.17868614196777,20074,307
0,85.18773889541626,23,106
1,85.18773889541626,503606,1
2,85.18773889541626,3036,14
3,85.18773889541626,69,11
4,85.18773889541626,24,83
5,85.18773889541626,292736,50
6,85.18773889541626,39,10
7,85.18773889541626,283120,18
8,85.18773889541626,6,87
9,85.18773889541626,202596,14
10,85.18773889541626,2307,28
11,85.18773889541626,161231,38
12,85.18773889541626,1005990,206
13,85.18773889541626,20073,316
0,90.19651412963867,21,108
1,90.19651412963867,503609,1
2,90.19651412963867,3033,19
3,90.19651412963867,74,1
4,90.19651412963867,20,77
5,90.19651412963867,292735,55
6,90.19651412963867,41,17
7,90.19651412963867,283119,9
8,90.19651412963867,2,78
9,90.19651412963867,202593,9
10,90.19651412963867,2312,25
11,90.19651412963867,161231,37
12,90.19651412963867,1005990,197
13,90.19651412963867,20072,316
0,95.2114098072052,20,99
1,95.2114098072052,503605,1
2,95.2114098072052,3031,9
3,95.2114098072052,70,1
4,95.2114098072052,15,75
5,95.2114098072052,292735,55
6,95.2114098072052,44,11
7,95.2114098072052,283115,11
8,95.2114098072052,1,82
9,95.2114098072052,202591,19
10,95.2114098072052,2311,33
11,95.2114098072052,161230,43
12,95.2114098072052,1005991,202
13,95.2114098072052,20071,319
0,100.22422695159912,25,103
1,100.22422695159912,503604,10
2,100.22422695159912,3029,1
3,100.22422695159912,75,7
4,100.22422695159912,16,70
5,100.22422695159912,292738,61
6,100.22422695159912,49,7
7,100.22422695159912,283117,6
8,100.22422695159912,1,76
9,100.22422695159912,202591,28
10,100.22422695159912,2314,36
11,100.22422695159912,161235,44
12,100.22422695159912,1005987,204
13,100.22422695159912,20066,317
0,105.234215259552,27,98
1,105.234215259552,503608,18
2,105.234215259552,3031,8
3,105.234215259552,79,1
4,105.234215259552,16,64
5,105.234215259552,292742,62
6,105.234215259552,48,17
7,105.234215259552,283114,1
8,105.234215259552,3,68
9,105.234215259552,202595,28
10,105.234215259552,2309,33
11,105.234215259552,161236,36
12,105.234215259552,1005991,214
13,105.234215259552,20061,326
0,110.25339198112488,30,91
1,110.25339198112488,503612,11
2,110.25339198112488,3031,13
3,110.25339198112488,82,6
4,110.25339198112488,18,58
5,110.25339198112488,292740,71
6,110.25339198112488,43,12
7,110.25339198112488,283109,1
8,110.25339198112488,1,66
9,110.25339198112488,202598,25
10,110.25339198112488,2305,24
11,110.25339198112488,161232,43
12,110.25339198112488,1005989,221
13,110.25339198112488,20065,319
0,115.25747299194336,25,93
1,115.25747299194336,503616,6
2,115.25747299194336,3032,8
3,115.25747299194336,84,14
4,115.25747299194336,18,57
5,115.25747299194336,292738,79
6,115.25747299194336,38,10
7,115.25747299194336,283107,9
8,115.25747299194336,4,59
9,115.25747299194336,202595,23
10,115.25747299194336,2309,34
11,115.25747299194336,161237,39
12,115.25747299194336,1005984,226
13,115.25747299194336,20069,326
