Node,Time,Latency,Throughput
11,30.052429914474487,504,26
12,30.052429914474487,40245,362
0,35.0565128326416,57,96
1,35.0565128326416,71,47
2,35.0565128326416,3804,1
3,35.0565128326416,20,111
4,35.0565128326416,38,91
5,35.0565128326416,4617,6
6,35.0565128326416,44,64
7,35.0565128326416,1709,49
8,35.0565128326416,18,56
9,35.0565128326416,13,78
10,35.0565128326416,29,27
11,35.0565128326416,500,33
12,35.0565128326416,40242,372
0,40.06742978096008,59,96
1,40.06742978096008,72,44
2,40.06742978096008,3809,5
3,40.06742978096008,25,120
4,40.06742978096008,40,93
5,40.06742978096008,4615,1
6,40.06742978096008,49,59
7,40.06742978096008,1705,52
8,40.06742978096008,20,56
9,40.06742978096008,9,77
10,40.06742978096008,34,25
11,40.06742978096008,502,39
12,40.06742978096008,40244,363
0,45.07265043258667,62,102
1,45.07265043258667,72,41
2,45.07265043258667,3804,6
3,45.07265043258667,27,113
4,45.07265043258667,37,91
5,45.07265043258667,4615,1
6,45.07265043258667,44,50
7,45.07265043258667,1705,57
8,45.07265043258667,22,55
9,45.07265043258667,6,69
10,45.07265043258667,37,30
11,45.07265043258667,503,30
12,45.07265043258667,40242,369
0,50.08070707321167,62,112
1,50.08070707321167,68,34
2,50.08070707321167,3803,1
3,50.08070707321167,29,107
4,50.08070707321167,35,93
5,50.08070707321167,4619,8
6,50.08070707321167,45,48
7,50.08070707321167,1704,66
8,50.08070707321167,19,54
9,50.08070707321167,5,65
10,50.08070707321167,39,24
11,50.08070707321167,508,37
12,50.08070707321167,40243,365
0,55.09731602668762,59,114
1,55.09731602668762,72,40
2,55.09731602668762,3800,1
3,55.09731602668762,27,101
4,55.09731602668762,39,86
5,55.09731602668762,4615,1
6,55.09731602668762,42,41
7,55.09731602668762,1703,74
8,55.09731602668762,23,53
9,55.09731602668762,1,67
10,55.09731602668762,41,34
11,55.09731602668762,511,36
12,55.09731602668762,40240,373
0,60.10282802581787,62,110
1,60.10282802581787,72,43
2,60.10282802581787,3805,1
3,60.10282802581787,22,106
4,60.10282802581787,38,77
5,60.10282802581787,4610,1
6,60.10282802581787,37,42
7,60.10282802581787,1700,74
8,60.10282802581787,22,60
9,60.10282802581787,2,65
10,60.10282802581787,41,31
11,60.10282802581787,509,32
12,60.10282802581787,40239,379
0,65.10922360420227,63,103
1,65.10922360420227,73,50
2,65.10922360420227,3810,1
3,65.10922360420227,26,106
4,65.10922360420227,43,86
5,65.10922360420227,4607,10
6,65.10922360420227,41,32
7,65.10922360420227,1698,79
8,65.10922360420227,19,66
9,65.10922360420227,6,63
10,65.10922360420227,44,29
11,65.10922360420227,505,36
12,65.10922360420227,40243,378
0,70.112051486969,63,94
1,70.112051486969,76,40
2,70.112051486969,3809,1
3,70.112051486969,31,110
4,70.112051486969,39,88
5,70.112051486969,4607,12
6,70.112051486969,41,41
7,70.112051486969,1697,80
8,70.112051486969,18,64
9,70.112051486969,1,65
10,70.112051486969,41,31
11,70.112051486969,506,39
12,70.112051486969,40242,383
0,75.14589428901672,61,99
1,75.14589428901672,80,37
2,75.14589428901672,3809,1
3,75.14589428901672,31,115
4,75.14589428901672,43,83
5,75.14589428901672,4602,19
6,75.14589428901672,36,44
7,75.14589428901672,1701,79
8,75.14589428901672,13,65
9,75.14589428901672,3,68
10,75.14589428901672,43,40
11,75.14589428901672,504,38
12,75.14589428901672,40238,387
0,80.16250920295715,57,109
1,80.16250920295715,75,37
2,80.16250920295715,3804,1
3,80.16250920295715,34,120
4,80.16250920295715,47,80
5,80.16250920295715,4607,20
6,80.16250920295715,35,34
7,80.16250920295715,1706,73
8,80.16250920295715,14,72
9,80.16250920295715,1,74
10,80.16250920295715,41,37
11,80.16250920295715,499,48
12,80.16250920295715,40242,381
0,85.17406821250916,53,116
1,85.17406821250916,70,44
2,85.17406821250916,3806,1
3,85.17406821250916,32,124
4,85.17406821250916,47,89
5,85.17406821250916,4609,25
6,85.17406821250916,38,30
7,85.17406821250916,1704,75
8,85.17406821250916,10,82
9,85.17406821250916,1,67
10,85.17406821250916,36,44
11,85.17406821250916,497,42
12,85.17406821250916,40245,391
0,90.18845987319946,49,112
1,90.18845987319946,75,35
2,90.18845987319946,3802,11
3,90.18845987319946,27,120
4,90.18845987319946,44,87
5,90.18845987319946,4610,27
6,90.18845987319946,33,36
7,90.18845987319946,1705,74
8,90.18845987319946,8,81
9,90.18845987319946,1,68
10,90.18845987319946,32,43
11,90.18845987319946,499,48
12,90.18845987319946,40240,396
0,95.20227599143982,51,122
1,95.20227599143982,77,32
2,95.20227599143982,3798,6
3,95.20227599143982,30,130
4,95.20227599143982,43,81
5,95.20227599143982,4609,35
6,95.20227599143982,32,27
7,95.20227599143982,1707,79
8,95.20227599143982,6,82
9,95.20227599143982,1,69
10,95.20227599143982,33,46
11,95.20227599143982,504,39
12,95.20227599143982,40237,400
0,100.2053816318512,48,132
1,100.2053816318512,82,29
2,100.2053816318512,3800,1
3,100.2053816318512,31,122
4,100.2053816318512,48,80
5,100.2053816318512,4604,44
6,100.2053816318512,33,17
7,100.2053816318512,1710,89
8,100.2053816318512,10,72
9,100.2053816318512,5,70
10,100.2053816318512,33,42
11,100.2053816318512,505,46
12,100.2053816318512,40238,397
0,105.21833539009094,44,132
1,105.21833539009094,81,19
2,105.21833539009094,3799,2
3,105.21833539009094,30,113
4,105.21833539009094,48,86
5,105.21833539009094,4599,36
6,105.21833539009094,31,25
7,105.21833539009094,1711,80
8,105.21833539009094,14,74
9,105.21833539009094,4,68
10,105.21833539009094,29,51
11,105.21833539009094,506,47
12,105.21833539009094,40242,407
0,110.2340145111084,48,133
1,110.2340145111084,83,11
2,110.2340145111084,3799,3
3,110.2340145111084,29,113
4,110.2340145111084,48,94
5,110.2340145111084,4595,42
6,110.2340145111084,32,34
7,110.2340145111084,1707,78
8,110.2340145111084,13,82
9,110.2340145111084,4,72
10,110.2340145111084,30,49
11,110.2340145111084,504,47
12,110.2340145111084,40239,403
0,115.24517393112183,49,124
1,115.24517393112183,80,16
2,115.24517393112183,3799,2
3,115.24517393112183,30,119
4,115.24517393112183,44,100
5,115.24517393112183,4599,48
6,115.24517393112183,27,31
7,115.24517393112183,1703,69
8,115.24517393112183,11,74
9,115.24517393112183,9,62
10,115.24517393112183,25,47
11,115.24517393112183,508,41
12,115.24517393112183,40242,411
